,score
10138,6.5
10139,6.0
10140,7.5
10141,8.3
10142,6.0
10143,8.2
10144,8.7
10145,6.4
10146,6.8
10147,7.5
10148,8.1
10149,7.2
10150,5.9
10151,4.0
10152,8.2
10153,4.0
10154,8.5
10155,6.2
10156,7.9
10157,8.1
10158,6.4
10159,7.2
10160,7.7
10161,6.6
10162,2.0
10163,6.8
10164,6.1
10165,7.3
10166,7.9
10167,3.6
10168,8.4
10169,5.0
10170,8.3
10171,5.1
10172,8.2
10173,6.4
10174,6.8
10175,7.0
10176,8.0
10177,7.0
10178,7.0
10179,5.9
10180,5.8
10181,7.5
10182,6.7
10183,5.4
10184,6.8
10185,5.7
10186,8.2
10187,6.9
10188,7.9
10189,7.0
10190,6.1
10191,5.3
10192,4.8
10193,6.4
10194,8.2
10195,2.1
10196,7.9
10197,7.1
10198,8.3
10199,7.5
10200,7.3
10201,6.5
10202,6.1
10203,3.9
10204,7.6
10205,6.3
10206,7.0
10207,7.6
10208,4.5
10209,6.6
10210,7.0
10211,8.4
10212,7.3
10213,7.3
10214,7.8
10215,7.0
10216,7.3
10217,5.8
10218,6.1
10219,7.5
10220,7.7
10221,6.8
10222,8.0
10223,6.5
10224,7.5
10225,5.0
10226,6.4
10227,7.0
10228,8.3
10229,8.4
10230,6.7
10231,7.1
10232,7.1
10233,6.3
10234,6.7
10235,4.5
10236,7.5
10237,7.5
10238,7.4
10239,5.3
10240,8.2
10241,6.6
10242,7.3
10243,7.0
10244,8.3
10245,7.0
10246,7.5
10247,7.7
10248,7.6
10249,7.3
10250,4.0
10251,7.4
10252,6.9
10253,7.5
10254,5.0
10255,9.0
10256,7.1
10257,6.1
10258,7.8
10259,7.0
10260,7.0
10261,8.0
10262,4.1
10263,3.9
10264,8.2
10265,7.1
10266,5.1
10267,8.1
10268,6.5
10269,7.8
10270,4.3
10271,7.5
10272,6.8
10273,5.5
10274,7.1
10275,6.9
10276,8.6
10277,8.1
10278,7.2
10279,6.0
10280,7.3
10281,7.5
10282,7.8
10283,6.8
10284,6.3
10285,6.4
10286,7.7
10287,8.6
10288,6.6
10289,6.8
10290,8.4
10291,7.4
10292,6.8
10293,7.2
10294,7.0
10295,7.3
10296,7.8
10297,6.8
10298,7.4
10299,7.0
10300,3.7
10301,7.3
10302,4.8
10303,6.4
10304,6.1
10305,7.5
10306,5.1
10307,5.8
10308,6.2
10309,5.5
10310,6.1
10311,7.8
10312,5.0
10313,5.7
10314,7.3
10315,6.5
10316,7.4
10317,8.3
10318,5.9
10319,6.9
10320,8.2
10321,5.9
10322,5.8
10323,5.6
10324,6.4
10325,5.6
10326,8.2
10327,6.1
10328,8.0
10329,6.7
10330,7.4
10331,5.5
10332,2.3
10333,6.1
10334,5.1
10335,6.1
10336,8.9
10337,7.5
10338,5.4
10339,9.3
10340,6.9
10341,7.7
10342,8.0
10343,7.1
10344,4.2
10345,7.0
10346,6.3
10347,8.5
10348,6.2
10349,7.3
10350,4.4
10351,6.2
10352,7.7
10353,7.8
10354,4.4
10355,8.5
10356,7.7
10357,7.0
10358,5.3
10359,7.7
10360,7.0
10361,7.9
10362,6.8
10363,7.8
10364,6.9
10365,6.3
10366,6.7
10367,8.0
10368,6.4
10369,7.3
10370,6.2
10371,6.5
10372,6.6
10373,6.1
10374,5.7
10375,7.3
10376,8.4
10377,7.4
10378,7.3
10379,6.3
10380,6.6
10381,7.2
10382,7.1
10383,5.5
10384,7.0
10385,7.6
10386,7.3
10387,4.5
10388,6.6
10389,8.5
10390,7.0
10391,5.0
10392,7.7
10393,6.1
10394,6.9
10395,7.3
10396,4.0
10397,6.0
10398,7.8
10399,8.5
10400,7.4
10401,7.0
10402,3.3
10403,3.8
10404,4.8
10405,6.4
10406,7.6
10407,5.2
10408,6.8
10409,7.5
10410,5.0
10411,7.0
10412,7.2
10413,9.0
10414,6.3
10415,7.5
10416,4.7
10417,8.2
10418,7.8
10419,5.8
10420,6.5
10421,6.1
10422,6.0
10423,7.2
10424,4.0
10425,6.7
10426,7.0
10427,7.9
10428,5.7
10429,7.4
10430,4.4
10431,3.9
10432,7.8
10433,7.6
10434,6.9
10435,7.5
10436,6.4
10437,7.8
10438,4.4
10439,8.4
10440,7.0
10441,7.6
10442,8.4
10443,8.6
10444,6.7
10445,6.6
10446,6.7
10447,9.0
10448,4.1
10449,7.2
10450,7.3
10451,6.8
10452,6.3
10453,7.8
10454,7.3
10455,7.4
10456,6.0
10457,7.1
10458,6.9
10459,8.6
10460,6.6
10461,6.6
10462,8.3
10463,4.0
10464,7.9
10465,6.9
10466,5.8
10467,7.7
10468,7.2
10469,8.1
10470,7.2
10471,4.1
10472,7.6
10473,8.1
10474,8.3
10475,7.4
10476,3.9
10477,8.0
10478,5.1
10479,7.6
10480,7.0
10481,7.8
10482,6.7
10483,8.0
10484,6.9
10485,9.1
10486,6.8
10487,7.2
10488,7.8
10489,7.3
10490,8.3
10491,6.9
10492,6.5
10493,7.7
10494,6.7
10495,7.7
10496,4.6
10497,6.1
10498,8.0
10499,6.3
10500,7.0
10501,9.3
10502,7.1
10503,6.3
10504,7.6
10505,5.8
10506,8.9
10507,8.2
10508,6.0
10509,8.0
10510,8.3
10511,5.9
10512,6.8
10513,6.8
10514,4.2
10515,9.1
10516,4.5
10517,6.1
10518,7.3
10519,5.8
10520,4.7
10521,10.0
10522,9.1
10523,10.0
10524,6.2
10525,10.0
10526,10.0
10527,10.0
10528,10.0
10529,10.0
10530,9.2
10531,9.3
10532,9.7
10533,8.8
10534,9.5
10535,2.2
10536,7.5
10537,8.1
10538,6.2
10539,8.0
10540,6.5
10541,8.1
10542,6.9
10543,5.1
10544,7.7
10545,7.0
10546,7.8
10547,6.2
10548,5.4
10549,7.2
10550,7.9
10551,6.6
10552,7.4
10553,6.6
10554,8.4
10555,6.9
10556,8.2
10557,7.5
10558,6.9
10559,7.6
10560,6.6
10561,6.2
10562,7.0
10563,6.4
10564,8.1
10565,4.6
10566,7.3
10567,7.2
10568,6.2
10569,6.1
10570,8.2
10571,6.8
10572,2.0
10573,6.7
10574,7.6
10575,7.9
10576,7.3
10577,7.8
10578,6.1
10579,5.6
10580,7.4
10581,7.0
10582,6.9
10583,8.3
10584,8.0
10585,7.3
10586,7.0
10587,7.5
10588,7.2
10589,7.1
10590,6.8
10591,5.0
10592,6.3
10593,8.5
10594,8.5
10595,7.2
10596,8.0
10597,8.5
10598,6.9
10599,6.7
10600,7.6
10601,7.4
10602,6.2
10603,7.1
10604,6.2
10605,9.4
10606,6.0
10607,7.7
10608,4.8
10609,6.9
10610,8.4
10611,7.7
10612,4.5
10613,8.1
10614,7.8
10615,7.6
10616,6.4
10617,6.5
10618,7.4
10619,8.1
10620,5.8
10621,6.1
10622,7.9
10623,4.7
10624,6.7
10625,7.7
10626,5.7
10627,7.8
10628,7.7
10629,5.9
10630,5.6
10631,7.7
10632,4.6
10633,7.4
10634,4.9
10635,7.0
10636,6.4
10637,6.7
10638,4.8
10639,8.4
10640,6.0
10641,6.0
10642,5.9
10643,7.1
10644,6.5
10645,6.6
10646,7.7
10647,8.2
10648,7.5
10649,7.1
10650,6.9
10651,8.2
10652,6.8
10653,7.9
10654,7.8
10655,7.2
10656,7.1
10657,8.0
10658,7.5
10659,6.7
10660,3.7
10661,5.4
10662,7.5
10663,6.6
10664,6.6
10665,8.1
10666,3.9
10667,5.6
10668,4.7
10669,6.0
10670,6.5
10671,7.4
10672,9.2
10673,7.3
10674,6.1
10675,7.1
10676,7.0
10677,8.3
10678,7.3
10679,5.5
10680,8.0
10681,4.7
10682,7.9
10683,8.0
10684,2.7
10685,6.4
10686,8.3
10687,7.6
10688,6.7
10689,8.0
10690,4.8
10691,7.5
10692,6.4
10693,5.3
10694,7.7
10695,7.6
10696,8.5
10697,6.1
10698,5.6
10699,7.8
10700,7.5
10701,8.7
10702,6.8
10703,8.2
10704,3.0
10705,6.4
10706,5.2
10707,7.5
10708,5.9
10709,4.5
10710,7.6
10711,6.6
10712,5.7
10713,5.7
10714,7.4
10715,3.7
10716,6.2
10717,3.4
10718,5.0
10719,6.2
10720,5.9
10721,7.5
10722,3.4
10723,5.8
10724,8.2
10725,6.7
10726,9.2
10727,4.7
10728,6.7
10729,7.8
10730,4.9
10731,6.8
10732,7.6
10733,7.4
10734,5.3
10735,7.1
10736,7.6
10737,6.4
10738,7.1
10739,5.4
10740,3.8
10741,3.5
10742,6.3
10743,6.8
10744,8.1
10745,6.5
10746,6.8
10747,7.8
10748,8.1
10749,7.0
10750,7.6
10751,7.2
10752,6.7
10753,7.0
10754,5.3
10755,7.6
10756,6.2
10757,8.5
10758,7.6
10759,6.1
10760,7.9
10761,9.0
10762,7.8
10763,7.1
10764,8.1
10765,4.8
10766,2.8
10767,7.1
10768,4.4
10769,7.4
10770,7.5
10771,6.0
10772,6.4
10773,7.2
10774,5.9
10775,7.3
10776,6.3
10777,7.4
10778,7.8
10779,4.8
10780,7.3
10781,6.1
10782,4.7
10783,6.5
10784,5.7
10785,5.4
10786,7.4
10787,7.9
10788,3.2
10789,8.5
10790,3.3
10791,8.0
10792,6.6
10793,7.8
10794,5.5
10795,7.5
10796,7.3
10797,5.3
10798,7.0
10799,7.3
10800,6.8
10801,6.5
10802,7.9
10803,5.8
10804,8.1
10805,6.3
10806,5.8
10807,7.8
10808,7.6
10809,7.5
10810,6.4
10811,3.5
10812,7.8
10813,7.3
10814,6.7
10815,5.0
10816,6.1
10817,8.3
10818,8.5
10819,7.0
10820,7.3
10821,8.0
10822,8.0
10823,4.9
10824,5.2
10825,7.3
10826,8.2
10827,6.0
10828,6.9
10829,5.4
10830,6.3
10831,6.7
10832,6.8
10833,3.5
10834,4.4
10835,5.1
10836,7.7
10837,6.0
10838,7.2
10839,7.2
10840,7.6
10841,6.5
10842,8.3
10843,4.5
10844,7.0
10845,7.2
10846,7.8
10847,8.3
10848,4.9
10849,7.0
10850,5.2
10851,4.9
10852,4.9
10853,6.0
10854,7.3
10855,2.4
10856,6.4
10857,7.9
10858,8.3
10859,7.4
10860,9.2
10861,5.0
10862,6.2
10863,8.7
10864,8.1
10865,6.7
10866,7.2
10867,5.3
10868,5.2
10869,7.9
10870,7.2
10871,6.3
10872,7.0
10873,5.3
10874,7.5
10875,5.9
10876,6.4
10877,4.9
10878,6.4
10879,5.6
10880,7.3
10881,6.5
10882,8.5
10883,7.1
10884,7.3
10885,7.1
10886,6.3
10887,7.3
10888,7.3
10889,7.5
10890,2.9
10891,7.9
10892,6.0
10893,5.2
10894,7.2
10895,8.0
10896,6.7
10897,6.8
10898,7.5
10899,6.4
10900,7.3
10901,4.6
10902,7.0
10903,8.0
10904,6.3
10905,8.0
10906,5.4
10907,7.8
10908,5.5
10909,6.2
10910,6.8
10911,8.4
10912,6.2
10913,6.2
10914,6.7
10915,7.4
10916,7.4
10917,7.1
10918,7.7
10919,8.0
10920,10.0
10921,8.1
10922,3.9
10923,5.8
10924,7.3
10925,7.7
10926,7.9
10927,6.7
10928,5.9
10929,7.7
10930,5.7
10931,6.9
10932,8.2
10933,7.0
10934,6.8
10935,8.1
10936,5.6
10937,6.1
10938,7.4
10939,7.2
10940,8.5
10941,6.9
10942,7.2
10943,7.6
10944,6.0
10945,7.3
10946,6.9
10947,6.3
10948,8.3
10949,7.0
10950,8.0
10951,3.5
10952,8.0
10953,5.8
10954,6.2
10955,8.3
10956,6.8
10957,7.5
10958,7.8
10959,5.8
10960,7.4
10961,5.2
10962,5.4
10963,8.0
10964,5.5
10965,6.8
10966,7.5
10967,7.2
10968,7.4
10969,8.7
10970,8.1
10971,4.8
10972,5.5
10973,7.4
10974,7.7
10975,7.9
10976,6.0
10977,7.4
10978,6.4
10979,4.2
10980,2.9
10981,8.4
10982,7.6
10983,7.7
10984,8.8
10985,8.0
10986,6.5
10987,7.7
10988,5.8
10989,6.7
10990,7.3
10991,7.4
10992,4.4
10993,6.8
10994,5.7
10995,6.5
10996,4.0
10997,7.3
10998,5.7
10999,7.7
11000,6.6
11001,6.9
11002,5.9
11003,7.7
11004,4.8
11005,7.1
11006,7.4
11007,6.7
11008,7.3
11009,7.2
11010,5.5
11011,6.8
11012,6.3
11013,6.5
11014,8.2
11015,6.5
11016,6.6
11017,7.3
11018,6.2
11019,4.8
11020,5.9
11021,6.2
11022,7.2
11023,6.6
11024,6.1
11025,7.6
11026,2.7
11027,1.4
11028,2.8
11029,8.4
11030,7.5
11031,5.7
11032,7.0
11033,5.2
11034,5.2
11035,8.1
11036,6.4
11037,5.8
11038,4.5
11039,5.4
11040,6.1
11041,7.1
11042,7.9
11043,6.8
11044,7.4
11045,6.8
11046,7.8
11047,7.5
11048,7.7
11049,5.5
11050,6.4
11051,7.6
11052,5.8
11053,6.3
11054,6.5
11055,8.4
11056,7.2
11057,7.3
11058,4.7
11059,7.5
11060,7.6
11061,6.7
11062,5.5
11063,7.2
11064,6.9
11065,6.5
11066,7.5
11067,6.1
11068,7.2
11069,7.5
11070,7.5
11071,5.7
11072,7.6
11073,7.9
11074,4.4
11075,2.6
11076,8.6
11077,7.2
11078,7.5
11079,6.9
11080,6.6
11081,7.6
11082,7.6
11083,7.6
11084,6.9
11085,8.0
11086,6.7
11087,7.8
11088,5.9
11089,7.3
11090,7.3
11091,6.8
11092,8.1
11093,6.0
11094,6.2
11095,8.3
11096,4.4
11097,7.8
11098,4.8
11099,7.0
11100,7.8
11101,8.0
11102,5.6
11103,7.9
11104,9.6
11105,5.2
11106,7.1
11107,4.8
11108,7.9
11109,8.6
11110,7.1
11111,7.8
11112,2.8
11113,8.7
11114,3.8
11115,7.7
11116,7.1
11117,6.5
11118,5.4
11119,7.5
11120,7.8
11121,3.8
11122,6.9
11123,7.3
11124,6.6
11125,5.2
11126,7.0
11127,7.5
11128,7.0
11129,8.4
11130,5.7
11131,6.4
11132,7.6
11133,7.1
11134,8.0
11135,5.8
11136,6.0
11137,7.0
11138,8.1
11139,8.6
11140,7.5
11141,6.0
11142,5.3
11143,7.9
11144,7.3
11145,6.6
11146,7.2
11147,7.5
11148,6.7
11149,7.6
11150,4.6
11151,6.5
11152,8.8
11153,7.9
11154,6.3
11155,8.3
11156,8.4
11157,4.7
11158,6.8
11159,8.5
11160,5.0
11161,7.7
11162,8.0
11163,6.6
11164,6.6
11165,6.7
11166,8.1
11167,7.0
11168,8.0
11169,7.7
11170,8.2
11171,8.4
11172,5.0
11173,7.0
11174,9.3
11175,5.8
11176,8.0
11177,7.0
11178,7.2
11179,5.9
11180,6.0
11181,7.4
11182,7.0
11183,7.9
11184,8.5
11185,4.9
11186,7.4
11187,7.6
11188,7.3
11189,7.8
11190,8.1
11191,6.7
11192,7.6
11193,6.2
11194,4.7
11195,5.6
11196,6.9
11197,8.3
11198,8.5
11199,5.1
11200,2.7
11201,7.6
11202,6.8
11203,7.6
11204,3.7
11205,7.0
11206,8.0
11207,7.4
11208,7.8
11209,4.5
11210,6.8
11211,8.1
11212,5.8
11213,6.8
11214,5.9
11215,5.2
11216,7.7
11217,8.5
11218,7.7
11219,5.7
11220,7.7
11221,5.6
11222,7.6
11223,7.7
11224,8.8
11225,6.4
11226,6.4
11227,4.5
11228,8.4
11229,3.2
11230,6.0
11231,7.8
11232,6.0
11233,8.3
11234,6.4
11235,7.8
11236,7.3
11237,7.9
11238,4.9
11239,4.2
11240,5.6
11241,7.5
11242,7.6
11243,7.9
11244,6.6
11245,7.2
11246,7.2
11247,7.7
11248,7.9
11249,8.0
11250,3.4
11251,5.9
11252,7.7
11253,8.3
11254,2.6
11255,7.0
11256,4.8
11257,6.2
11258,6.0
11259,7.6
11260,8.2
11261,8.5
11262,6.9
11263,6.2
11264,6.9
11265,8.0
11266,6.8
11267,8.0
11268,7.2
11269,7.3
11270,6.3
11271,4.3
11272,7.5
11273,7.6
11274,7.8
11275,7.5
11276,7.4
11277,7.7
11278,8.7
11279,5.2
11280,6.8
11281,7.8
11282,7.8
11283,6.6
11284,7.9
11285,8.0
11286,6.0
11287,5.1
11288,4.5
11289,6.8
11290,7.2
11291,8.3
11292,9.2
11293,7.0
11294,7.7
11295,7.6
11296,7.4
11297,7.3
11298,7.4
11299,7.8
11300,6.6
11301,8.0
11302,8.4
11303,8.0
11304,8.5
11305,3.8
11306,2.0
11307,7.6
11308,7.8
11309,8.0
11310,6.3
11311,6.1
11312,6.2
11313,5.5
11314,7.2
11315,5.3
11316,6.6
11317,5.8
11318,8.3
11319,4.7
11320,7.4
11321,4.1
11322,7.5
11323,7.3
11324,7.2
11325,4.9
11326,7.0
11327,7.5
11328,8.0
11329,4.7
11330,5.6
11331,7.5
11332,5.5
11333,8.0
11334,5.7
11335,7.2
11336,6.3
11337,4.1
11338,5.0
11339,7.8
11340,6.5
11341,7.6
11342,7.8
11343,7.6
11344,6.0
11345,7.6
11346,7.8
11347,5.7
11348,8.5
11349,5.0
11350,4.4
11351,7.6
11352,8.2
11353,7.1
11354,7.9
11355,6.9
11356,5.8
11357,7.9
11358,5.4
11359,8.2
11360,6.8
11361,8.6
11362,6.3
11363,6.5
11364,5.5
11365,6.7
11366,7.9
11367,4.3
11368,5.9
11369,4.7
11370,5.8
11371,6.7
11372,5.1
11373,7.3
11374,7.4
11375,8.1
11376,5.3
11377,7.8
11378,8.5
11379,6.6
11380,8.0
11381,7.4
11382,7.5
11383,3.3
11384,6.7
11385,9.1
11386,5.9
11387,5.9
11388,6.8
11389,5.4
11390,8.4
11391,7.2
11392,7.2
11393,5.1
11394,6.5
11395,7.2
11396,7.8
11397,6.2
11398,6.0
11399,6.1
11400,5.7
11401,7.8
11402,5.9
11403,7.8
11404,7.3
11405,6.8
11406,7.4
11407,8.2
11408,7.5
11409,8.6
11410,7.8
11411,7.1
11412,8.4
11413,7.7
11414,5.9
11415,3.6
11416,8.2
11417,5.8
11418,4.0
11419,5.5
11420,5.6
11421,4.5
11422,7.2
11423,6.4
11424,7.9
11425,8.3
11426,8.0
11427,6.0
11428,7.9
11429,7.5
11430,7.9
11431,3.3
11432,6.6
11433,6.8
11434,6.8
11435,7.7
11436,4.6
11437,1.9
11438,6.3
11439,7.5
11440,3.8
11441,7.7
11442,6.8
11443,6.7
11444,8.3
11445,6.4
11446,8.3
11447,8.4
11448,7.5
11449,8.1
11450,8.3
11451,8.0
11452,7.8
11453,7.0
11454,7.5
11455,7.0
11456,5.9
11457,5.2
11458,4.0
11459,8.2
11460,7.2
11461,6.7
11462,7.0
11463,5.4
11464,5.8
11465,5.8
11466,8.1
11467,5.4
11468,4.8
11469,7.5
11470,6.8
11471,5.8
11472,4.0
11473,4.9
11474,4.9
11475,8.0
11476,7.1
11477,7.9
11478,4.6
11479,8.6
11480,6.5
11481,6.1
11482,7.7
11483,8.4
11484,4.6
11485,7.8
11486,7.5
11487,5.5
11488,6.5
11489,9.6
11490,6.7
11491,7.6
11492,7.5
11493,6.1
11494,7.6
11495,3.8
11496,6.4
11497,7.7
11498,6.5
11499,7.6
11500,7.4
11501,5.8
11502,7.6
11503,8.3
11504,6.7
11505,7.5
11506,7.7
11507,6.7
11508,6.7
11509,9.2
11510,6.9
11511,7.6
11512,5.2
11513,6.6
11514,4.6
11515,4.9
11516,7.6
11517,8.7
11518,7.0
11519,2.2
11520,4.0
11521,8.3
11522,7.3
11523,8.5
11524,6.6
11525,8.0
11526,6.2
11527,6.9
11528,5.0
11529,6.5
11530,6.7
11531,3.6
11532,4.7
11533,6.5
11534,6.4
11535,6.8
11536,9.0
11537,6.6
11538,6.5
11539,9.2
11540,7.2
11541,6.3
11542,7.7
11543,7.5
11544,8.0
11545,5.7
11546,6.7
11547,6.1
11548,8.4
11549,5.8
11550,8.0
11551,7.2
11552,4.7
11553,8.0
11554,7.1
11555,7.5
11556,7.7
11557,5.6
11558,8.0
11559,6.8
11560,6.2
11561,7.5
11562,7.6
11563,5.3
11564,7.5
11565,6.8
11566,3.9
11567,7.0
11568,5.7
11569,4.9
11570,6.2
11571,8.0
11572,5.8
11573,7.7
11574,7.8
11575,5.5
11576,7.2
11577,7.7
11578,6.2
11579,4.6
11580,7.6
11581,5.5
11582,6.8
11583,7.9
11584,5.1
11585,6.4
11586,7.9
11587,6.0
11588,6.7
11589,8.2
11590,8.1
11591,5.5
11592,7.3
11593,7.2
11594,7.4
11595,7.5
11596,6.7
11597,7.3
11598,7.5
11599,6.0
11600,8.2
11601,10.0
11602,3.9
11603,9.5
11604,2.6
11605,7.5
11606,6.4
11607,6.7
11608,7.6
11609,8.3
11610,7.3
11611,4.4
11612,7.3
11613,7.6
11614,9.2
11615,7.0
11616,8.8
11617,6.4
11618,7.1
11619,7.6
11620,7.1
11621,6.2
11622,7.6
11623,7.9
11624,7.0
11625,6.4
11626,6.6
11627,7.8
11628,6.9
11629,7.0
11630,5.3
11631,8.8
11632,4.8
11633,6.2
11634,4.8
11635,7.1
11636,8.5
11637,8.0
11638,6.8
11639,8.0
11640,6.3
11641,6.9
11642,7.5
11643,7.2
11644,7.7
11645,6.9
11646,7.7
11647,9.4
11648,6.9
11649,7.1
11650,7.0
11651,7.3
11652,7.4
11653,8.4
11654,6.8
11655,4.9
11656,5.8
11657,7.0
11658,5.8
11659,8.3
11660,7.6
11661,5.8
11662,6.8
11663,8.8
11664,4.2
11665,6.2
11666,7.6
11667,8.3
11668,6.2
11669,7.5
11670,5.9
11671,5.9
11672,7.6
11673,7.9
11674,7.5
11675,5.4
11676,5.5
11677,7.5
11678,8.0
11679,7.5
11680,7.7
11681,6.4
11682,8.6
11683,5.8
11684,7.9
11685,6.5
11686,5.2
11687,2.2
11688,7.5
11689,7.7
11690,5.0
11691,6.8
11692,7.3
11693,7.8
11694,7.5
11695,7.4
11696,7.0
11697,7.8
11698,7.9
11699,6.7
11700,2.4
11701,7.4
11702,7.8
11703,7.7
11704,8.6
11705,9.0
11706,6.6
11707,5.0
11708,6.3
11709,7.5
11710,7.2
11711,5.8
11712,6.0
11713,7.7
11714,5.0
11715,7.3
11716,7.4
11717,7.5
11718,7.9
11719,8.5
11720,5.9
11721,5.6
11722,7.8
11723,5.3
11724,6.8
11725,5.3
11726,7.2
11727,6.9
11728,7.8
11729,7.7
11730,7.5
11731,7.4
11732,5.3
11733,6.9
11734,8.6
11735,5.9
11736,7.4
11737,6.6
11738,7.7
11739,7.4
11740,7.9
11741,8.0
11742,6.1
11743,5.1
11744,8.3
11745,8.2
11746,6.4
11747,7.2
11748,6.0
11749,7.4
11750,7.0
11751,6.9
11752,7.0
11753,8.3
11754,5.8
11755,7.7
11756,6.8
11757,8.2
11758,6.3
11759,7.5
11760,7.5
11761,4.9
11762,5.8
11763,6.2
11764,7.0
11765,7.8
11766,6.5
11767,7.0
11768,8.4
11769,6.8
11770,5.9
11771,7.1
11772,8.0
11773,7.7
11774,8.7
11775,4.5
11776,7.7
11777,4.8
11778,7.5
11779,8.2
11780,6.7
11781,6.9
11782,7.1
11783,8.5
11784,4.8
11785,5.4
11786,6.7
11787,4.6
11788,7.3
11789,8.4
11790,7.4
11791,6.4
11792,8.0
11793,7.0
11794,7.4
11795,7.7
11796,5.1
11797,6.9
11798,8.6
11799,6.7
11800,6.3
11801,7.7
11802,9.3
11803,8.0
11804,6.6
11805,7.6
11806,7.8
11807,8.3
11808,6.2
11809,7.9
11810,6.8
11811,7.1
11812,6.3
11813,6.5
11814,7.7
11815,8.1
11816,5.5
11817,7.9
11818,6.2
11819,8.8
11820,5.9
11821,6.9
11822,7.4
11823,6.9
11824,7.5
11825,6.5
11826,5.2
11827,4.8
11828,7.0
11829,7.7
11830,4.3
11831,3.0
11832,7.0
11833,6.5
11834,7.0
11835,6.1
11836,2.5
11837,7.4
11838,7.7
11839,7.2
11840,7.2
11841,7.4
11842,8.3
11843,5.9
11844,7.1
11845,7.9
11846,6.7
11847,8.3
11848,6.5
11849,5.0
11850,8.8
11851,6.8
11852,7.8
11853,6.4
11854,8.2
11855,6.9
11856,6.8
11857,7.5
11858,5.8
11859,7.4
11860,8.4
11861,7.8
11862,4.8
11863,7.0
11864,7.3
11865,7.8
11866,5.7
11867,7.0
11868,7.7
11869,8.5
11870,7.1
11871,7.7
11872,6.4
11873,7.0
11874,5.7
11875,7.2
11876,6.5
11877,7.2
11878,7.3
11879,8.0
11880,5.5
11881,6.5
11882,7.5
11883,8.4
11884,6.4
11885,7.3
11886,7.0
11887,8.2
11888,6.0
11889,7.6
11890,7.0
11891,7.6
11892,7.5
11893,5.1
11894,6.1
11895,6.8
11896,7.3
11897,5.8
11898,7.9
11899,7.8
11900,6.9
11901,5.2
11902,7.9
11903,4.8
11904,4.2
11905,7.2
11906,6.5
11907,7.7
11908,7.3
11909,8.5
11910,8.0
11911,4.7
11912,6.6
11913,7.8
11914,5.7
11915,7.0
11916,6.1
11917,7.5
11918,5.2
11919,6.2
11920,7.9
11921,7.3
11922,3.5
11923,7.6
11924,7.7
11925,6.2
11926,7.8
11927,8.4
11928,8.1
11929,6.6
11930,7.6
11931,6.9
11932,8.0
11933,8.4
11934,5.6
11935,7.7
11936,6.9
11937,5.5
11938,6.7
11939,6.9
11940,7.8
11941,6.4
11942,7.4
11943,7.5
11944,4.9
11945,5.2
11946,7.4
11947,3.8
11948,8.5
11949,2.8
11950,7.4
11951,5.2
11952,7.2
11953,7.5
11954,7.4
11955,7.2
11956,6.2
11957,5.0
11958,7.1
11959,9.2
11960,6.1
11961,7.9
11962,4.9
11963,7.2
11964,7.3
11965,8.4
11966,7.5
11967,8.2
11968,7.0
11969,6.4
11970,5.7
11971,7.8
11972,6.3
11973,6.8
11974,5.0
11975,7.9
11976,6.8
11977,8.6
11978,7.4
11979,8.3
11980,7.6
11981,7.1
11982,7.5
11983,7.8
11984,8.5
11985,6.4
11986,6.8
11987,7.8
11988,7.9
11989,5.3
11990,7.3
11991,7.0
11992,3.7
11993,8.0
11994,7.2
11995,8.3
11996,7.1
11997,7.7
11998,3.0
11999,5.3
12000,6.2
12001,5.8
12002,6.8
12003,7.5
12004,10.0
12005,5.6
12006,5.0
12007,6.0
12008,7.8
12009,7.5
12010,7.8
12011,5.8
12012,7.6
12013,7.3
12014,9.0
12015,6.5
12016,6.2
12017,6.8
12018,6.5
12019,8.0
12020,6.2
12021,5.5
12022,7.9
12023,8.6
12024,4.4
12025,7.1
12026,7.3
12027,5.8
12028,8.0
12029,5.1
12030,6.9
12031,5.6
12032,7.0
12033,6.2
12034,7.0
12035,7.1
12036,9.3
12037,5.0
12038,6.2
12039,7.5
12040,5.4
12041,5.6
12042,7.4
12043,7.3
12044,8.3
12045,7.7
12046,7.4
12047,6.6
12048,7.4
12049,7.1
12050,5.9
12051,7.3
12052,7.7
12053,7.5
12054,8.0
12055,4.0
12056,6.5
12057,7.7
12058,7.0
12059,7.7
12060,7.4
12061,3.7
12062,6.3
12063,7.5
12064,8.1
12065,6.5
12066,5.4
12067,6.8
12068,6.5
12069,7.0
12070,6.8
12071,7.6
12072,8.2
12073,8.5
12074,5.8
12075,7.4
12076,8.0
12077,7.8
12078,5.7
12079,7.2
12080,7.4
12081,8.3
12082,8.0
12083,6.8
12084,7.4
12085,4.2
12086,2.8
12087,6.9
12088,8.6
12089,5.9
12090,6.2
12091,7.9
12092,5.7
12093,6.8
12094,5.0
12095,6.9
12096,7.7
12097,6.5
12098,7.2
12099,7.8
12100,5.4
12101,7.5
12102,7.4
12103,7.9
12104,6.8
12105,7.4
12106,7.0
12107,9.4
12108,8.3
12109,7.5
12110,7.4
12111,8.2
12112,5.5
12113,7.7
12114,7.8
12115,9.2
12116,5.8
12117,6.6
12118,7.0
12119,7.8
12120,5.5
12121,4.9
12122,8.7
12123,4.6
12124,7.0
12125,9.3
12126,6.5
12127,7.6
12128,8.1
12129,5.0
12130,7.2
12131,7.5
12132,8.3
12133,7.3
12134,7.4
12135,6.6
12136,9.0
